region,type_source,type,type_v01,residential_type,remove,english_name,source_datasets
germany,31001_2724,agricultural,non-residential,,False,Stall,"gov-germany-bavaria,gov-germany-berlin,gov-germany-bremen,gov-germany-hamburg,gov-germany-niedersachsen,gov-germany-sachsen"
germany,31001_2726,agricultural,non-residential,,False,barn and stable,"gov-germany-bavaria,gov-germany-berlin,gov-germany-bremen,gov-germany-hamburg,gov-germany-niedersachsen,gov-germany-sachsen"
germany,31001_2727,agricultural,non-residential,,False,Barn for animal husbandry,"gov-germany-bavaria,gov-germany-berlin,gov-germany-bremen,gov-germany-hamburg,gov-germany-niedersachsen,gov-germany-sachsen"
germany,31001_2728,agricultural,non-residential,,False,riding arena,"gov-germany-bavaria,gov-germany-berlin,gov-germany-bremen,gov-germany-hamburg,gov-germany-niedersachsen,gov-germany-sachsen"
germany,31001_2729,agricultural,non-residential,,False,farm buildings,"gov-germany-bavaria,gov-germany-berlin,gov-germany-bremen,gov-germany-hamburg,gov-germany-niedersachsen,gov-germany-sachsen"
germany,31001_2732,residential,non-residential,detached single-family house,False,Almh??tte,"gov-germany-bavaria,gov-germany-berlin,gov-germany-bremen,gov-germany-hamburg,gov-germany-niedersachsen,gov-germany-sachsen"
germany,31001_2735,residential,non-residential,detached single-family house,False,"Jagdhaus, Jagdh??tte","gov-germany-bavaria,gov-germany-berlin,gov-germany-bremen,gov-germany-hamburg,gov-germany-niedersachsen,gov-germany-sachsen"
germany,31001_2740,agricultural,non-residential,,False,"hothouse, greenhouse","gov-germany-bavaria,gov-germany-berlin,gov-germany-bremen,gov-germany-hamburg,gov-germany-niedersachsen,gov-germany-sachsen"
germany,31001_2741,agricultural,non-residential,,False,greenhouse,"gov-germany-bavaria,gov-germany-berlin,gov-germany-bremen,gov-germany-hamburg,gov-germany-niedersachsen,gov-germany-sachsen"
germany,31001_2742,agricultural,non-residential,,False,"Greenhouse, movable","gov-germany-bavaria,gov-germany-berlin,gov-germany-bremen,gov-germany-hamburg,gov-germany-niedersachsen,gov-germany-sachsen"
germany,31001_3000,public,non-residential,,False,buildings for public purposes,"gov-germany-bavaria,gov-germany-berlin,gov-germany-bremen,gov-germany-hamburg,gov-germany-niedersachsen,gov-germany-sachsen"
germany,31001_3010,public,non-residential,,False,administration building,"gov-germany-bavaria,gov-germany-berlin,gov-germany-bremen,gov-germany-hamburg,gov-germany-niedersachsen,gov-germany-sachsen"
germany,31001_3011,public,non-residential,,False,Parliament,"gov-germany-bavaria,gov-germany-berlin,gov-germany-bremen,gov-germany-hamburg,gov-germany-niedersachsen,gov-germany-sachsen"
germany,31001_3012,public,non-residential,,False,Rathaus,"gov-germany-bavaria,gov-germany-berlin,gov-germany-bremen,gov-germany-hamburg,gov-germany-niedersachsen,gov-germany-sachsen"
germany,31001_3013,public,non-residential,,False,Post,"gov-germany-bavaria,gov-germany-berlin,gov-germany-bremen,gov-germany-hamburg,gov-germany-niedersachsen,gov-germany-sachsen"
germany,31001_3014,public,non-residential,,False,Zollamt,"gov-germany-bavaria,gov-germany-berlin,gov-germany-bremen,gov-germany-hamburg,gov-germany-niedersachsen,gov-germany-sachsen"
germany,31001_3015,public,non-residential,,False,court,"gov-germany-bavaria,gov-germany-berlin,gov-germany-bremen,gov-germany-hamburg,gov-germany-niedersachsen,gov-germany-sachsen"
germany,31001_3016,public,non-residential,,False,Embassy,"gov-germany-bavaria,gov-germany-berlin,gov-germany-bremen,gov-germany-hamburg,gov-germany-niedersachsen,gov-germany-sachsen"
germany,31001_3017,public,non-residential,,False,district administration,"gov-germany-bavaria,gov-germany-berlin,gov-germany-bremen,gov-germany-hamburg,gov-germany-niedersachsen,gov-germany-sachsen"
germany,31001_3018,public,non-residential,,False,district government,"gov-germany-bavaria,gov-germany-berlin,gov-germany-bremen,gov-germany-hamburg,gov-germany-niedersachsen,gov-germany-sachsen"
germany,31001_3019,public,non-residential,,False,Finanzamt,"gov-germany-bavaria,gov-germany-berlin,gov-germany-bremen,gov-germany-hamburg,gov-germany-niedersachsen,gov-germany-sachsen"
germany,31001_3020,public,non-residential,,False,Building for education and research,"gov-germany-bavaria,gov-germany-berlin,gov-germany-bremen,gov-germany-hamburg,gov-germany-niedersachsen,gov-germany-sachsen"
germany,31001_3021,public,non-residential,,False,General secondary school,"gov-germany-bavaria,gov-germany-berlin,gov-germany-bremen,gov-germany-hamburg,gov-germany-niedersachsen,gov-germany-sachsen"
germany,31001_3022,public,non-residential,,False,vocational school,"gov-germany-bavaria,gov-germany-berlin,gov-germany-bremen,gov-germany-hamburg,gov-germany-niedersachsen,gov-germany-sachsen"
germany,31001_3023,public,non-residential,,False,"University building (technical college, university)","gov-germany-bavaria,gov-germany-berlin,gov-germany-bremen,gov-germany-hamburg,gov-germany-niedersachsen,gov-germany-sachsen"
germany,31001_3024,public,non-residential,,False,research institute,"gov-germany-bavaria,gov-germany-berlin,gov-germany-bremen,gov-germany-hamburg,gov-germany-niedersachsen,gov-germany-sachsen"
germany,31001_3030,public,non-residential,,False,buildings for cultural purposes,"gov-germany-bavaria,gov-germany-berlin,gov-germany-bremen,gov-germany-hamburg,gov-germany-niedersachsen,gov-germany-sachsen"
germany,31001_3031,public,non-residential,,False,Schloss,"gov-germany-bavaria,gov-germany-berlin,gov-germany-bremen,gov-germany-hamburg,gov-germany-niedersachsen,gov-germany-sachsen"
germany,31001_3032,public,non-residential,,False,"theatre, opera","gov-germany-bavaria,gov-germany-berlin,gov-germany-bremen,gov-germany-hamburg,gov-germany-niedersachsen,gov-germany-sachsen"
germany,31001_3033,public,non-residential,,False,concert building,"gov-germany-bavaria,gov-germany-berlin,gov-germany-bremen,gov-germany-hamburg,gov-germany-niedersachsen,gov-germany-sachsen"
germany,31001_3034,public,non-residential,,False,Museum,"gov-germany-bavaria,gov-germany-berlin,gov-germany-bremen,gov-germany-hamburg,gov-germany-niedersachsen,gov-germany-sachsen"
germany,31001_3035,commercial,non-residential,,False,"radio, television","gov-germany-bavaria,gov-germany-berlin,gov-germany-bremen,gov-germany-hamburg,gov-germany-niedersachsen,gov-germany-sachsen"
germany,31001_3036,commercial,non-residential,,False,event building,"gov-germany-bavaria,gov-germany-berlin,gov-germany-bremen,gov-germany-hamburg,gov-germany-niedersachsen,gov-germany-sachsen"
germany,31001_3037,public,non-residential,,False,"library, library","gov-germany-bavaria,gov-germany-berlin,gov-germany-bremen,gov-germany-hamburg,gov-germany-niedersachsen,gov-germany-sachsen"
germany,31001_3038,public,non-residential,,False,"castle, fortress","gov-germany-bavaria,gov-germany-berlin,gov-germany-bremen,gov-germany-hamburg,gov-germany-niedersachsen,gov-germany-sachsen"
germany,31001_3040,public,non-residential,,False,buildings for religious purposes,"gov-germany-bavaria,gov-germany-berlin,gov-germany-bremen,gov-germany-hamburg,gov-germany-niedersachsen,gov-germany-sachsen"
germany,31001_3041,public,non-residential,,False,church,"gov-germany-bavaria,gov-germany-berlin,gov-germany-bremen,gov-germany-hamburg,gov-germany-niedersachsen,gov-germany-sachsen"
germany,31001_3042,public,non-residential,,False,synagogue,"gov-germany-bavaria,gov-germany-berlin,gov-germany-bremen,gov-germany-hamburg,gov-germany-niedersachsen,gov-germany-sachsen"
germany,31001_3043,public,non-residential,,False,chapel,"gov-germany-bavaria,gov-germany-berlin,gov-germany-bremen,gov-germany-hamburg,gov-germany-niedersachsen,gov-germany-sachsen"
germany,31001_3044,public,non-residential,,False,parish hall,"gov-germany-bavaria,gov-germany-berlin,gov-germany-bremen,gov-germany-hamburg,gov-germany-niedersachsen,gov-germany-sachsen"
germany,31001_3045,public,non-residential,,False,house of worship,"gov-germany-bavaria,gov-germany-berlin,gov-germany-bremen,gov-germany-hamburg,gov-germany-niedersachsen,gov-germany-sachsen"
germany,31001_3046,public,non-residential,,False,mosque,"gov-germany-bavaria,gov-germany-berlin,gov-germany-bremen,gov-germany-hamburg,gov-germany-niedersachsen,gov-germany-sachsen"
germany,31001_3047,public,non-residential,,False,temple,"gov-germany-bavaria,gov-germany-berlin,gov-germany-bremen,gov-germany-hamburg,gov-germany-niedersachsen,gov-germany-sachsen"
germany,31001_3048,public,non-residential,,False,monastery,"gov-germany-bavaria,gov-germany-berlin,gov-germany-bremen,gov-germany-hamburg,gov-germany-niedersachsen,gov-germany-sachsen"
germany,31001_3050,public,non-residential,,False,Healthcare buildings,"gov-germany-bavaria,gov-germany-berlin,gov-germany-bremen,gov-germany-hamburg,gov-germany-niedersachsen,gov-germany-sachsen"
germany,31001_3051,public,non-residential,,False,hospital,"gov-germany-bavaria,gov-germany-berlin,gov-germany-bremen,gov-germany-hamburg,gov-germany-niedersachsen,gov-germany-sachsen"
germany,31001_3052,public,non-residential,,False,"Sanatorium, nursing home, nursing station","gov-germany-bavaria,gov-germany-berlin,gov-germany-bremen,gov-germany-hamburg,gov-germany-niedersachsen,gov-germany-sachsen"
germany,31001_3053,public,non-residential,,False,"Medical center, polyclinic","gov-germany-bavaria,gov-germany-berlin,gov-germany-bremen,gov-germany-hamburg,gov-germany-niedersachsen,gov-germany-sachsen"
germany,31001_3054,public,,,False,Rescue station,"gov-germany-bavaria,gov-germany-berlin,gov-germany-bremen,gov-germany-hamburg,gov-germany-niedersachsen,gov-germany-sachsen"
germany,31001_3060,public,non-residential,,False,buildings for social purposes,"gov-germany-bavaria,gov-germany-berlin,gov-germany-bremen,gov-germany-hamburg,gov-germany-niedersachsen,gov-germany-sachsen"
germany,31001_3061,public,non-residential,,False,youth recreation home,"gov-germany-bavaria,gov-germany-berlin,gov-germany-bremen,gov-germany-hamburg,gov-germany-niedersachsen,gov-germany-sachsen"
germany,31001_3062,public,non-residential,,False,"Leisure, club house, village community, community center","gov-germany-bavaria,gov-germany-berlin,gov-germany-bremen,gov-germany-hamburg,gov-germany-niedersachsen,gov-germany-sachsen"
germany,31001_3063,public,non-residential,,False,Seniorenfreizeitst??tte,"gov-germany-bavaria,gov-germany-berlin,gov-germany-bremen,gov-germany-hamburg,gov-germany-niedersachsen,gov-germany-sachsen"
germany,31001_3064,public,residential,,False,homeless shelter,"gov-germany-bavaria,gov-germany-berlin,gov-germany-bremen,gov-germany-hamburg,gov-germany-niedersachsen,gov-germany-sachsen"
germany,31001_3065,public,non-residential,,False,"Cr??che, kindergarten, day care center","gov-germany-bavaria,gov-germany-berlin,gov-germany-bremen,gov-germany-hamburg,gov-germany-niedersachsen,gov-germany-sachsen"
germany,31001_3066,residential,residential,,False,asylum seekers home,"gov-germany-bavaria,gov-germany-berlin,gov-germany-bremen,gov-germany-hamburg,gov-germany-niedersachsen,gov-germany-sachsen"
germany,31001_3070,public,non-residential,,False,Security and order building,"gov-germany-bavaria,gov-germany-berlin,gov-germany-bremen,gov-germany-hamburg,gov-germany-niedersachsen,gov-germany-sachsen"
germany,31001_3071,public,non-residential,,False,police,"gov-germany-bavaria,gov-germany-berlin,gov-germany-bremen,gov-germany-hamburg,gov-germany-niedersachsen,gov-germany-sachsen"
germany,31001_3072,public,non-residential,,False,fire Department,"gov-germany-bavaria,gov-germany-berlin,gov-germany-bremen,gov-germany-hamburg,gov-germany-niedersachsen,gov-germany-sachsen"
germany,31001_3073,residential,non-residential,apartment block,False,barracks,"gov-germany-bavaria,gov-germany-berlin,gov-germany-bremen,gov-germany-hamburg,gov-germany-niedersachsen,gov-germany-sachsen"
germany,31001_3074,others,non-residential,,False,shelter,"gov-germany-bavaria,gov-germany-berlin,gov-germany-bremen,gov-germany-hamburg,gov-germany-niedersachsen,gov-germany-sachsen"
germany,31001_3075,public,non-residential,,False,correctional facility,"gov-germany-bavaria,gov-germany-berlin,gov-germany-bremen,gov-germany-hamburg,gov-germany-niedersachsen,gov-germany-sachsen"
germany,31001_3080,public,non-residential,,False,cemetery building,"gov-germany-bavaria,gov-germany-berlin,gov-germany-bremen,gov-germany-hamburg,gov-germany-niedersachsen,gov-germany-sachsen"
germany,31001_3081,public,non-residential,,False,mourning hall,"gov-germany-bavaria,gov-germany-berlin,gov-germany-bremen,gov-germany-hamburg,gov-germany-niedersachsen,gov-germany-sachsen"
germany,31001_3082,public,non-residential,,False,crematorium,"gov-germany-bavaria,gov-germany-berlin,gov-germany-bremen,gov-germany-hamburg,gov-germany-niedersachsen,gov-germany-sachsen"
germany,31001_3090,commercial,non-residential,,False,reception building,"gov-germany-bavaria,gov-germany-berlin,gov-germany-bremen,gov-germany-hamburg,gov-germany-niedersachsen,gov-germany-sachsen"
germany,31001_3091,public,non-residential,,False,station building,"gov-germany-bavaria,gov-germany-berlin,gov-germany-bremen,gov-germany-hamburg,gov-germany-niedersachsen,gov-germany-sachsen"
germany,31001_3092,public,non-residential,,False,airport building,"gov-germany-bavaria,gov-germany-berlin,gov-germany-bremen,gov-germany-hamburg,gov-germany-niedersachsen,gov-germany-sachsen"
germany,31001_3094,public,non-residential,,False,Building to subway station,"gov-germany-bavaria,gov-germany-berlin,gov-germany-bremen,gov-germany-hamburg,gov-germany-niedersachsen,gov-germany-sachsen"
germany,31001_3095,public,non-residential,,False,Building to the S-Bahn station,"gov-germany-bavaria,gov-germany-berlin,gov-germany-bremen,gov-germany-hamburg,gov-germany-niedersachsen,gov-germany-sachsen"
germany,31001_3097,public,non-residential,,False,Building to the bus station,"gov-germany-bavaria,gov-germany-berlin,gov-germany-bremen,gov-germany-hamburg,gov-germany-niedersachsen,gov-germany-sachsen"
germany,31001_3098,industrial,non-residential,,False,Shipping reception building,"gov-germany-bavaria,gov-germany-berlin,gov-germany-bremen,gov-germany-hamburg,gov-germany-niedersachsen,gov-germany-sachsen"
germany,31001_3100,public,non-residential,,False,Building for public use with housing,"gov-germany-bavaria,gov-germany-berlin,gov-germany-bremen,gov-germany-hamburg,gov-germany-niedersachsen,gov-germany-sachsen"
germany,31001_3200,public,non-residential,,False,buildings for recreational purposes,"gov-germany-bavaria,gov-germany-berlin,gov-germany-bremen,gov-germany-hamburg,gov-germany-niedersachsen,gov-germany-sachsen"
germany,31001_3210,public,non-residential,,False,buildings for sports purposes,"gov-germany-bavaria,gov-germany-berlin,gov-germany-bremen,gov-germany-hamburg,gov-germany-niedersachsen,gov-germany-sachsen"
germany,31001_3211,public,non-residential,,False,"sports, gym","gov-germany-bavaria,gov-germany-berlin,gov-germany-bremen,gov-germany-hamburg,gov-germany-niedersachsen,gov-germany-sachsen"
germany,31001_3212,public,non-residential,,False,Building to the sports field,"gov-germany-bavaria,gov-germany-berlin,gov-germany-bremen,gov-germany-hamburg,gov-germany-niedersachsen,gov-germany-sachsen"
germany,31001_3220,public,non-residential,,False,bath building,"gov-germany-bavaria,gov-germany-berlin,gov-germany-bremen,gov-germany-hamburg,gov-germany-niedersachsen,gov-germany-sachsen"
germany,31001_3221,commercial,non-residential,,False,indoor pool,"gov-germany-bavaria,gov-germany-berlin,gov-germany-bremen,gov-germany-hamburg,gov-germany-niedersachsen,gov-germany-sachsen"
germany,31001_3222,public,non-residential,,False,Building in the pool,"gov-germany-bavaria,gov-germany-berlin,gov-germany-bremen,gov-germany-hamburg,gov-germany-niedersachsen,gov-germany-sachsen"
